StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,Q1,Q2,Q3,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5
Start Date,End Date,Response Type,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Distribution Channel,User Language,How likely are you to support Justin Amash's 2020 Presidential run?,"Before Amash announced his candidacy, who would you most likely have voted for?",Which TWO issues are most important to you as a voter?,"Rank UP TO 3 reasons that you support or are considering supporting Justin Amash for President.(Type ""1"" beside your most important reason, ""2"" beside your second most important if you have one, ""3"" beside your third most important if you have one.) - Amash's domestic policy views","Rank UP TO 3 reasons that you support or are considering supporting Justin Amash for President.(Type ""1"" beside your most important reason, ""2"" beside your second most important if you have one, ""3"" beside your third most important if you have one.) - Amash's foreign policy views","Rank UP TO 3 reasons that you support or are considering supporting Justin Amash for President.(Type ""1"" beside your most important reason, ""2"" beside your second most important if you have one, ""3"" beside your third most important if you have one.) - I do not trust Trump or Biden to operate in my interest","Rank UP TO 3 reasons that you support or are considering supporting Justin Amash for President.(Type ""1"" beside your most important reason, ""2"" beside your second most important if you have one, ""3"" beside your third most important if you have one.) - I believe Trump and Biden are mentally unfit or unhealthy","Rank UP TO 3 reasons that you support or are considering supporting Justin Amash for President.(Type ""1"" beside your most important reason, ""2"" beside your second most important if you have one, ""3"" beside your third most important if you have one.) - I am trying to disturb the current 2-party system"
"{""ImportId"":""startDate"",""timeZone"":""America/Chicago""}","{""ImportId"":""endDate"",""timeZone"":""America/Chicago""}","{""ImportId"":""status""}","{""ImportId"":""progress""}","{""ImportId"":""duration""}","{""ImportId"":""finished""}","{""ImportId"":""recordedDate"",""timeZone"":""America/Chicago""}","{""ImportId"":""_recordId""}","{""ImportId"":""recipientLastName""}","{""ImportId"":""recipientFirstName""}","{""ImportId"":""recipientEmail""}","{""ImportId"":""externalDataReference""}","{""ImportId"":""distributionChannel""}","{""ImportId"":""userLanguage""}","{""ImportId"":""QID9""}","{""ImportId"":""QID10""}","{""ImportId"":""QID11""}","{""ImportId"":""QID12_1""}","{""ImportId"":""QID12_2""}","{""ImportId"":""QID12_3""}","{""ImportId"":""QID12_4""}","{""ImportId"":""QID12_5""}"
5/6/2020 22:41,5/6/2020 22:43,IP Address,100,108,TRUE,5/6/2020 22:43,R_Z2AbqKZSxz5Aepr,,,,,anonymous,EN,I am very likely to support him,Trump,"Economy,Taxation",,,1,2,3
5/6/2020 22:47,5/6/2020 22:48,IP Address,100,63,TRUE,5/6/2020 22:48,R_2vkutDNAG5EOeBN,,,,,anonymous,EN,I am very likely to support him,The Libertarian Party nominee,"National Security/Foreign Policy,Government Spending/Deficit",,,1,2,3
5/6/2020 22:55,5/6/2020 22:56,IP Address,100,54,TRUE,5/6/2020 22:56,R_21HyIGueVEh6KXC,,,,,anonymous,EN,I am very likely to support him,The Libertarian Party nominee,"Taxation,Government Spending/Deficit",1,2,3,,
5/6/2020 23:03,5/6/2020 23:04,IP Address,100,109,TRUE,5/6/2020 23:04,R_1DTm3iFQppfJrjd,,,,,anonymous,EN,I am very likely to support him,Undecided,"National Security/Foreign Policy,Government Spending/Deficit",1,2,3,,
5/6/2020 23:05,5/6/2020 23:06,IP Address,100,58,TRUE,5/6/2020 23:06,R_r7miWXYnN7omQwN,,,,,anonymous,EN,I am very likely to support him,Trump,"Economy,Gun Policy",1,2,3,,
5/6/2020 23:07,5/6/2020 23:08,IP Address,100,54,TRUE,5/6/2020 23:08,R_1PZcdD8gUKoF8mh,,,,,anonymous,EN,I may support him,Other/write-in,"Economy,Abortion",,,2,1,3
5/6/2020 23:06,5/6/2020 23:08,IP Address,100,161,TRUE,5/6/2020 23:08,R_12DqbAuHbiMzUTt,,,,,anonymous,EN,I am very likely to support him,The Libertarian Party nominee,"Taxation,Gun Policy",1,2,,,3
5/6/2020 23:08,5/6/2020 23:10,IP Address,100,114,TRUE,5/6/2020 23:10,R_3lGHyTDPgjJQSqK,,,,,anonymous,EN,I am very likely to support him,The Libertarian Party nominee,"Economy,Government Spending/Deficit",1,,2,3,
5/6/2020 23:09,5/6/2020 23:11,IP Address,100,105,TRUE,5/6/2020 23:11,R_1LZr398cbPxkcsB,,,,,anonymous,EN,I am very likely to support him,The Libertarian Party nominee,"Economy,Government Spending/Deficit",1,,2,,3
5/6/2020 23:11,5/6/2020 23:14,IP Address,100,167,TRUE,5/6/2020 23:14,R_1OrZn2HZWtp9Rto,,,,,anonymous,EN,I am very likely to support him,I probably would not have voted,"Criminal Justice,Gun Policy",1,2,3,,
5/6/2020 23:18,5/6/2020 23:19,IP Address,100,59,TRUE,5/6/2020 23:19,R_2xQbdo7XuNLJX5g,,,,,anonymous,EN,I may support him,Trump,"Economy,Immigration",2,1,,,3
5/6/2020 23:19,5/6/2020 23:20,IP Address,100,96,TRUE,5/6/2020 23:20,R_2ZDeuUkLbCDqXk9,,,,,anonymous,EN,I am very likely to support him,The Libertarian Party nominee,"Taxation,Government Spending/Deficit",3,,1,2,
5/6/2020 23:28,5/6/2020 23:29,IP Address,100,51,TRUE,5/6/2020 23:29,R_DCxlKNxKQCCdEvn,,,,,anonymous,EN,I am very likely to support him,I probably would not have voted,"Climate Change,Abortion",1,,3,,2
5/6/2020 23:39,5/6/2020 23:41,IP Address,100,78,TRUE,5/6/2020 23:41,R_3kvTrDpCBa1PX0K,,,,,anonymous,EN,I may support him,Trump,"National Security/Foreign Policy,Gun Policy",1,,2,,
5/6/2020 23:48,5/6/2020 23:50,IP Address,100,136,TRUE,5/6/2020 23:50,R_2U8UKC8BwjWQqmh,,,,,anonymous,EN,I may support him,Undecided,"Healthcare,Economy",2,,1,3,
5/6/2020 23:54,5/6/2020 23:56,IP Address,100,75,TRUE,5/6/2020 23:56,R_3HCDZPu71Lqqf5C,,,,,anonymous,EN,I am very likely to support him,The Libertarian Party nominee,"Gun Policy,Government Spending/Deficit",1,,3,,2
5/7/2020 0:02,5/7/2020 0:03,IP Address,100,81,TRUE,5/7/2020 0:03,R_2ZQzjLJCInLiWeN,,,,,anonymous,EN,I am very likely to support him,Undecided,"Economy,Abortion",3,,1,,2
5/7/2020 0:03,5/7/2020 0:05,IP Address,100,88,TRUE,5/7/2020 0:05,R_DwQvOzRC06N4MqR,,,,,anonymous,EN,I am truly undecided,The Libertarian Party nominee,"Taxation,Gun Policy",,,2,3,1
5/7/2020 0:04,5/7/2020 0:05,IP Address,100,70,TRUE,5/7/2020 0:05,R_2Sc0VWbCWWnCfDX,,,,,anonymous,EN,I am very likely to support him,The Libertarian Party nominee,"Criminal Justice,Taxation",,,1,3,2
5/7/2020 0:14,5/7/2020 0:15,IP Address,100,103,TRUE,5/7/2020 0:16,R_2wnMFwtzJBOP8Lu,,,,,anonymous,EN,I am very likely to support him,I probably would not have voted,"Economy,Taxation",1,2,,,3
5/7/2020 0:25,5/7/2020 0:26,IP Address,100,71,TRUE,5/7/2020 0:26,R_30kGuexvbVq5AWk,,,,,anonymous,EN,I am very likely to support him,Trump,"Economy,Government Spending/Deficit",2,,,3,1
5/7/2020 0:17,5/7/2020 0:31,IP Address,100,842,TRUE,5/7/2020 0:31,R_1llY7cX3zQGMSyO,,,,,anonymous,EN,I am very likely to support him,Undecided,"National Security/Foreign Policy,Government Spending/Deficit",1,,3,,2
5/7/2020 0:32,5/7/2020 0:33,IP Address,100,90,TRUE,5/7/2020 0:33,R_3hsy0vzT75DLvF3,,,,,anonymous,EN,I am very likely to support him,The Libertarian Party nominee,"National Security/Foreign Policy,Government Spending/Deficit",2,1,,,3
5/7/2020 0:57,5/7/2020 0:57,IP Address,100,18,TRUE,5/7/2020 0:57,R_20UxXNQowu2ZzM7,,,,,anonymous,EN,I will not support him,Biden,"Education Policy,Universal Basic Income",,,,,
5/7/2020 0:59,5/7/2020 1:00,IP Address,100,61,TRUE,5/7/2020 1:00,R_1DO3CWnpijZFNex,,,,,anonymous,EN,I am very likely to support him,The Libertarian Party nominee,"Criminal Justice,Government Spending/Deficit",2,,1,,3
5/7/2020 0:59,5/7/2020 1:03,IP Address,100,207,TRUE,5/7/2020 1:03,R_d59o5giw7TmsnrH,,,,,anonymous,EN,I am very likely to support him,The Libertarian Party nominee,"Criminal Justice,Government Spending/Deficit",1,,3,,2
5/7/2020 1:03,5/7/2020 1:05,IP Address,100,83,TRUE,5/7/2020 1:05,R_XEOZZTieCHOBkJz,,,,,anonymous,EN,I am very likely to support him,Trump,"Economy,Climate Change",,,3,2,1
5/7/2020 1:18,5/7/2020 1:19,IP Address,100,72,TRUE,5/7/2020 1:19,R_1eFzFasxXaGeD9k,,,,,anonymous,EN,I am very likely to support him,I probably would not have voted,"Healthcare,Government Spending/Deficit",,,1,2,3
5/7/2020 1:20,5/7/2020 1:21,IP Address,100,95,TRUE,5/7/2020 1:21,R_VWsbeyWJs93hpoR,,,,,anonymous,EN,I am very likely to support him,Undecided,"National Security/Foreign Policy,Government Spending/Deficit",,,2,1,3
5/7/2020 1:21,5/7/2020 1:23,IP Address,100,107,TRUE,5/7/2020 1:23,R_3Ej540xHB4P9l8l,,,,,anonymous,EN,I am very likely to support him,The Libertarian Party nominee,"Universal Basic Income,Government Spending/Deficit",2,3,1,,
5/7/2020 1:24,5/7/2020 1:26,IP Address,100,101,TRUE,5/7/2020 1:26,R_3RmjoB8yJ3sgG5N,,,,,anonymous,EN,I am very likely to support him,Undecided,"National Security/Foreign Policy,Government Spending/Deficit",3,,1,2,
5/7/2020 1:35,5/7/2020 1:37,IP Address,100,74,TRUE,5/7/2020 1:37,R_xGCzycqoNKZE1KV,,,,,anonymous,EN,I am very likely to support him,Biden,"Economy,Immigration",2,3,1,,
5/7/2020 1:51,5/7/2020 1:52,IP Address,100,85,TRUE,5/7/2020 1:52,R_3LhEIakFoJZSvrw,,,,,anonymous,EN,I am very likely to support him,The Libertarian Party nominee,"National Security/Foreign Policy,Government Spending/Deficit",,2,1,,3
5/7/2020 2:04,5/7/2020 2:05,IP Address,100,71,TRUE,5/7/2020 2:05,R_31BeAgYYDUxveFw,,,,,anonymous,EN,I am very likely to support him,Trump,"Immigration,Government Spending/Deficit",1,2,3,,
5/7/2020 2:16,5/7/2020 2:18,IP Address,100,86,TRUE,5/7/2020 2:18,R_1Gvk61Czc4VgAhe,,,,,anonymous,EN,I am very likely to support him,The Libertarian Party nominee,"Gun Policy,Government Spending/Deficit",1,,3,,2
5/7/2020 2:28,5/7/2020 2:29,IP Address,100,57,TRUE,5/7/2020 2:29,R_3iUSK9f4LsqQceF,,,,,anonymous,EN,I may support him,Trump,"Economy,Taxation",1,,,,2
5/7/2020 2:41,5/7/2020 2:43,IP Address,100,78,TRUE,5/7/2020 2:43,R_1rD2KkffZKOrnJ0,,,,,anonymous,EN,I may support him,The Libertarian Party nominee,"Economy,Gun Policy",1,,2,,3
5/7/2020 2:46,5/7/2020 2:47,IP Address,100,52,TRUE,5/7/2020 2:47,R_3Pc72K6Dy6AO70H,,,,,anonymous,EN,I am very likely to support him,Undecided,"Economy,Gun Policy",1,,2,3,
5/7/2020 3:47,5/7/2020 3:48,IP Address,100,68,TRUE,5/7/2020 3:48,R_2DOdY26IhNTOrrw,,,,,anonymous,EN,I am very likely to support him,Undecided,"Criminal Justice,Immigration",1,2,3,,
5/7/2020 4:28,5/7/2020 4:30,IP Address,100,77,TRUE,5/7/2020 4:30,R_9Ex05XITkFjLdtv,,,,,anonymous,EN,I may support him,Trump,"Taxation,Government Spending/Deficit",2,,3,1,
5/7/2020 4:39,5/7/2020 4:41,IP Address,100,84,TRUE,5/7/2020 4:41,R_3fB3j6nzRF8OgjU,,,,,anonymous,EN,I am very likely to support him,Biden,"Taxation,Government Spending/Deficit",1,2,,3,
5/7/2020 4:42,5/7/2020 4:44,IP Address,100,105,TRUE,5/7/2020 4:44,R_2wyLwH7dhnaXAUc,,,,,anonymous,EN,I am very likely to support him,Other/write-in,"Economy,Taxation",1,,2,,3
5/7/2020 4:59,5/7/2020 5:01,IP Address,100,135,TRUE,5/7/2020 5:01,R_2V86gAiDfvtpW0x,,,,,anonymous,EN,I may support him,Other/write-in,"National Security/Foreign Policy,Universal Basic Income",,2,3,,1
5/7/2020 5:58,5/7/2020 6:00,IP Address,100,83,TRUE,5/7/2020 6:00,R_2am2jPBzrdatUDW,,,,,anonymous,EN,I am very likely to support him,I probably would not have voted,"National Security/Foreign Policy,Government Spending/Deficit",3,,1,2,
5/7/2020 5:59,5/7/2020 6:00,IP Address,100,102,TRUE,5/7/2020 6:00,R_3PoXM06rFatp6zK,,,,,anonymous,EN,I cannot vote,The Libertarian Party nominee,"National Security/Foreign Policy,Economy",2,3,1,,
5/7/2020 6:14,5/7/2020 6:16,IP Address,100,131,TRUE,5/7/2020 6:16,R_Tvhe8BVcoeiUAy5,,,,,anonymous,EN,I am very likely to support him,The Libertarian Party nominee,"Taxation,Government Spending/Deficit",1,,2,3,
5/7/2020 6:23,5/7/2020 6:24,IP Address,100,50,TRUE,5/7/2020 6:24,R_2S92LLPdwiw8XUT,,,,,anonymous,EN,I may support him,I probably would not have voted,"Economy,Gun Policy",2,3,,,1
5/7/2020 6:33,5/7/2020 6:35,IP Address,100,94,TRUE,5/7/2020 6:35,R_3RkG8TuLT4GQyFG,,,,,anonymous,EN,I am very likely to support him,The Libertarian Party nominee,"Economy,Government Spending/Deficit",2,,3,,1
5/7/2020 6:50,5/7/2020 6:51,IP Address,100,105,TRUE,5/7/2020 6:51,R_23eHmFDdrqRn5cL,,,,,anonymous,EN,I am very likely to support him,The Libertarian Party nominee,"Taxation,Climate Change",,,3,2,1
5/7/2020 6:54,5/7/2020 6:55,IP Address,100,62,TRUE,5/7/2020 6:55,R_a8KtOVnaH26Vjxf,,,,,anonymous,EN,I am very likely to support him,Trump,"Economy,Criminal Justice",1,2,3,,
5/7/2020 6:56,5/7/2020 6:57,IP Address,100,69,TRUE,5/7/2020 6:57,R_2qDim9mahgRK7KO,,,,,anonymous,EN,I am very likely to support him,The Libertarian Party nominee,"Gun Policy,Government Spending/Deficit",3,,2,,1
5/7/2020 7:25,5/7/2020 7:28,IP Address,100,151,TRUE,5/7/2020 7:28,R_2TMhY6tRxrow0F6,,,,,anonymous,EN,I may support him,Biden,"Economy,Climate Change",,,1,,2
5/7/2020 7:35,5/7/2020 7:35,IP Address,100,43,TRUE,5/7/2020 7:35,R_Dk7nurA413Mdkf7,,,,,anonymous,EN,I am very likely to support him,The Libertarian Party nominee,"Taxation,Government Spending/Deficit",,,1,3,2
5/7/2020 7:39,5/7/2020 7:40,IP Address,100,71,TRUE,5/7/2020 7:40,R_25Nrl425B6AvRzB,,,,,anonymous,EN,I may support him,Trump,"Economy,Government Spending/Deficit",3,,1,,2
5/7/2020 7:42,5/7/2020 7:45,IP Address,100,182,TRUE,5/7/2020 7:45,R_3e8ntWzWKs5pZOQ,,,,,anonymous,EN,I am very likely to support him,Biden,"National Security/Foreign Policy,Education Policy",3,1,2,,
5/7/2020 7:50,5/7/2020 7:52,IP Address,100,107,TRUE,5/7/2020 7:52,R_2rHNJXFcdE0xLn4,,,,,anonymous,EN,I am very likely to support him,I probably would not have voted,"Economy,Criminal Justice",1,3,2,,
5/7/2020 7:51,5/7/2020 7:54,IP Address,100,185,TRUE,5/7/2020 7:54,R_3gZpRY2vwc1UTGF,,,,,anonymous,EN,I am very likely to support him,Undecided,"Criminal Justice,Gun Policy",1,,2,,3
5/7/2020 7:53,5/7/2020 7:56,IP Address,100,212,TRUE,5/7/2020 7:56,R_3KCSUtS8kDfpL3m,,,,,anonymous,EN,I am very likely to support him,I probably would not have voted,"National Security/Foreign Policy,Government Spending/Deficit",2,,1,,3
5/7/2020 7:59,5/7/2020 8:01,IP Address,100,112,TRUE,5/7/2020 8:01,R_3KOPz4Jw1vJcice,,,,,anonymous,EN,I am very likely to support him,I probably would not have voted,"Gun Policy,Government Spending/Deficit",3,,,2,1
5/7/2020 8:01,5/7/2020 8:02,IP Address,100,89,TRUE,5/7/2020 8:02,R_2fBDV09E40iGwHy,,,,,anonymous,EN,I am very likely to support him,The Libertarian Party nominee,"National Security/Foreign Policy,Gun Policy",2,,1,,3
5/7/2020 8:09,5/7/2020 8:10,IP Address,100,82,TRUE,5/7/2020 8:10,R_3PjCIBzMh9IFfMu,,,,,anonymous,EN,I may support him,Trump,"Economy,Government Spending/Deficit",3,,1,,2
5/7/2020 8:18,5/7/2020 8:20,IP Address,100,96,TRUE,5/7/2020 8:20,R_2Bb1fX4aPrxliot,,,,,anonymous,EN,I am very likely to support him,I probably would not have voted,"National Security/Foreign Policy,Government Spending/Deficit",1,,2,3,
5/7/2020 8:45,5/7/2020 8:46,IP Address,100,66,TRUE,5/7/2020 8:46,R_2uQlhWNDQWXFRuA,,,,,anonymous,EN,I am very likely to support him,The Libertarian Party nominee,"National Security/Foreign Policy,Economy",,,2,1,3
5/7/2020 8:46,5/7/2020 8:47,IP Address,100,66,TRUE,5/7/2020 8:47,R_3dWjTfW3b0DnU6c,,,,,anonymous,EN,I am very likely to support him,The Libertarian Party nominee,"Criminal Justice,Government Spending/Deficit",1,2,3,,
5/7/2020 9:02,5/7/2020 9:04,IP Address,100,102,TRUE,5/7/2020 9:04,R_Uumwme9zWuwCHbb,,,,,anonymous,EN,I am very likely to support him,The Libertarian Party nominee,"Taxation,Government Spending/Deficit",1,,3,,2
5/7/2020 9:06,5/7/2020 9:08,IP Address,100,106,TRUE,5/7/2020 9:08,R_2qwxR19i07vMLk2,,,,,anonymous,EN,I am very likely to support him,Undecided,"National Security/Foreign Policy,Government Spending/Deficit",1,2,,,
5/7/2020 9:07,5/7/2020 9:09,IP Address,100,111,TRUE,5/7/2020 9:09,R_3QF6Ox9NyjEYg1T,,,,,anonymous,EN,I am very likely to support him,Biden,"Healthcare,Government Spending/Deficit",1,2,3,,
5/7/2020 9:18,5/7/2020 9:19,IP Address,100,73,TRUE,5/7/2020 9:19,R_2v7b76YLWHQqAUV,,,,,anonymous,EN,I may support him,The Libertarian Party nominee,"Taxation,Government Spending/Deficit",3,,2,1,
5/7/2020 9:23,5/7/2020 9:25,IP Address,100,108,TRUE,5/7/2020 9:25,R_124Nwa4mNgTJOYr,,,,,anonymous,EN,I am very likely to support him,The Libertarian Party nominee,"Criminal Justice,Gun Policy",2,,1,,3
5/7/2020 9:37,5/7/2020 9:38,IP Address,100,62,TRUE,5/7/2020 9:38,R_UVDc228jGtxGpot,,,,,anonymous,EN,I am very likely to support him,The Libertarian Party nominee,"Economy,Immigration",1,,3,,2
5/7/2020 10:37,5/7/2020 10:38,IP Address,100,58,TRUE,5/7/2020 10:38,R_1qXppNqf6l51tDR,,,,,anonymous,EN,I am very likely to support him,I probably would not have voted,"Economy,Government Spending/Deficit",,3,1,,2
5/7/2020 10:50,5/7/2020 10:51,IP Address,100,72,TRUE,5/7/2020 10:51,R_qJkfrJJMbnXAXFD,,,,,anonymous,EN,I am very likely to support him,Trump,"National Security/Foreign Policy,Economy",2,,1,,3
5/7/2020 10:55,5/7/2020 10:57,IP Address,100,79,TRUE,5/7/2020 10:57,R_3FOJrW2uZQ840Yj,,,,,anonymous,EN,I am very likely to support him,The Libertarian Party nominee,"Economy,Government Spending/Deficit",1,2,3,,
5/7/2020 11:23,5/7/2020 11:24,IP Address,100,62,TRUE,5/7/2020 11:24,R_3g6roYIY3tSVHAY,,,,,anonymous,EN,I am very likely to support him,The Libertarian Party nominee,"Taxation,Abortion",1,,3,,2
5/7/2020 11:35,5/7/2020 11:36,IP Address,100,59,TRUE,5/7/2020 11:36,R_NVZwxCKHNs1B4pH,,,,,anonymous,EN,I am very likely to support him,The Libertarian Party nominee,"National Security/Foreign Policy,Government Spending/Deficit",,2,,,1
5/7/2020 11:41,5/7/2020 11:43,IP Address,100,91,TRUE,5/7/2020 11:43,R_bJHfHTXXN8C5Bol,,,,,anonymous,EN,I am very likely to support him,Undecided,"Criminal Justice,Government Spending/Deficit",1,,3,2,
5/7/2020 11:43,5/7/2020 11:44,IP Address,100,63,TRUE,5/7/2020 11:44,R_2c15ZU5vqPWhTAJ,,,,,anonymous,EN,I am very likely to support him,The Libertarian Party nominee,"Economy,Government Spending/Deficit",1,2,3,,
5/7/2020 11:42,5/7/2020 11:44,IP Address,100,81,TRUE,5/7/2020 11:44,R_2VlG6nS9NM6qNRY,,,,,anonymous,EN,I am very likely to support him,The Libertarian Party nominee,"Economy,Climate Change",,,3,2,1
5/7/2020 11:58,5/7/2020 12:00,IP Address,100,65,TRUE,5/7/2020 12:00,R_8cTn9vON7OTiKbL,,,,,anonymous,EN,I cannot vote,The Libertarian Party nominee,"Healthcare,Universal Basic Income",,,1,2,3
5/7/2020 12:00,5/7/2020 12:01,IP Address,100,84,TRUE,5/7/2020 12:01,R_28CJBu16NhoNgzP,,,,,anonymous,EN,I am very likely to support him,Trump,"Taxation,Government Spending/Deficit",2,3,1,,
5/7/2020 12:16,5/7/2020 12:18,IP Address,100,95,TRUE,5/7/2020 12:18,R_2tfIZM8p6wJsxJn,,,,,anonymous,EN,I cannot vote,I probably would not have voted,"Economy,Immigration",2,,1,,3
5/7/2020 12:19,5/7/2020 12:20,IP Address,100,92,TRUE,5/7/2020 12:20,R_2pKzJkYiwl6BINp,,,,,anonymous,EN,I may support him,Trump,"Economy,Government Spending/Deficit",1,2,,,
5/7/2020 12:38,5/7/2020 12:39,IP Address,100,47,TRUE,5/7/2020 12:39,R_1YLANR5RI8IbIIN,,,,,anonymous,EN,I may support him,Biden,"Economy,Criminal Justice",2,3,1,,
5/7/2020 12:41,5/7/2020 12:43,IP Address,100,86,TRUE,5/7/2020 12:43,R_Q68vNk0LayWUWVr,,,,,anonymous,EN,I am very likely to support him,I probably would not have voted,"National Security/Foreign Policy,Economy",1,3,,,2
5/7/2020 12:56,5/7/2020 12:57,IP Address,100,69,TRUE,5/7/2020 12:57,R_2Sr9lq3fVIUWxHn,,,,,anonymous,EN,I am very likely to support him,The Libertarian Party nominee,"National Security/Foreign Policy,Economy",2,1,,,3
5/7/2020 13:09,5/7/2020 13:10,IP Address,100,78,TRUE,5/7/2020 13:10,R_3oAdrxpw1HOwMoa,,,,,anonymous,EN,I am very likely to support him,The Libertarian Party nominee,"Economy,Criminal Justice",1,3,2,,
5/7/2020 13:10,5/7/2020 13:11,IP Address,100,63,TRUE,5/7/2020 13:11,R_1it8RjzjrfUA7T1,,,,,anonymous,EN,I am very likely to support him,Trump,"Gun Policy,Government Spending/Deficit",2,,1,,3
5/7/2020 13:34,5/7/2020 13:36,IP Address,100,90,TRUE,5/7/2020 13:36,R_21bMOz3bWlcVpEK,,,,,anonymous,EN,I may support him,Trump,"Taxation,Gun Policy",,,3,1,2
5/7/2020 13:38,5/7/2020 13:39,IP Address,100,68,TRUE,5/7/2020 13:39,R_1CmvGgttd64Ul3k,,,,,anonymous,EN,I am very likely to support him,I probably would not have voted,"Government Spending/Deficit,Abortion",3,,1,2,
5/7/2020 13:39,5/7/2020 13:40,IP Address,100,87,TRUE,5/7/2020 13:40,R_2yf4mDbe3cJ5aAJ,,,,,anonymous,EN,I may support him,Trump,"National Security/Foreign Policy,Taxation",2,1,3,,
5/7/2020 4:23,5/7/2020 14:06,IP Address,100,35019,TRUE,5/7/2020 14:06,R_1i5v3eNao6Q45QY,,,,,anonymous,EN,I am very likely to support him,Other/write-in,"Healthcare,Taxation",1,,2,,3
5/7/2020 14:12,5/7/2020 14:14,IP Address,100,87,TRUE,5/7/2020 14:14,R_24bMkIV7c1VQ2Ud,,,,,anonymous,EN,I am very likely to support him,Undecided,"Taxation,Climate Change",2,1,3,,
5/7/2020 14:19,5/7/2020 14:20,IP Address,100,69,TRUE,5/7/2020 14:20,R_RK0zRXB8Uhjmh3j,,,,,anonymous,EN,I am very likely to support him,Biden,"Economy,Climate Change",2,,3,1,
5/7/2020 14:21,5/7/2020 14:22,IP Address,100,65,TRUE,5/7/2020 14:22,R_QokdhZ5puKxci53,,,,,anonymous,EN,I am very likely to support him,I probably would not have voted,"National Security/Foreign Policy,Economy",,3,1,,2
5/7/2020 14:28,5/7/2020 14:29,IP Address,100,65,TRUE,5/7/2020 14:29,R_2TA8ccsD8GhITva,,,,,anonymous,EN,I am very likely to support him,Trump,"Gun Policy,Climate Change",,,3,2,1
5/7/2020 14:58,5/7/2020 14:59,IP Address,100,62,TRUE,5/7/2020 14:59,R_1CdvJW69YXNwmbT,,,,,anonymous,EN,I may support him,Biden,"National Security/Foreign Policy,Education Policy",,,3,2,1
5/7/2020 15:06,5/7/2020 15:07,IP Address,100,45,TRUE,5/7/2020 15:07,R_2s7rI212l9YcJM8,,,,,anonymous,EN,I may support him,Trump,"Economy,Abortion",1,,2,,
5/7/2020 15:29,5/7/2020 15:31,IP Address,100,69,TRUE,5/7/2020 15:31,R_2rkcv6XbGFB4uP2,,,,,anonymous,EN,I am very likely to support him,Biden,"Economy,Climate Change",,,1,2,3
5/7/2020 15:46,5/7/2020 15:49,IP Address,100,135,TRUE,5/7/2020 15:49,R_PZ3xj6C2NCozHod,,,,,anonymous,EN,I am very likely to support him,The Libertarian Party nominee,"Criminal Justice,Government Spending/Deficit",1,2,3,,
5/7/2020 15:49,5/7/2020 15:50,IP Address,100,38,TRUE,5/7/2020 15:50,R_3m9xFoFgJOher9L,,,,,anonymous,EN,I am very likely to support him,The Libertarian Party nominee,"Economy,Government Spending/Deficit",1,,2,,3
5/7/2020 15:55,5/7/2020 15:56,IP Address,100,47,TRUE,5/7/2020 15:56,R_3qygVhSLyfg7LgT,,,,,anonymous,EN,I am very likely to support him,The Libertarian Party nominee,"National Security/Foreign Policy,Gun Policy",3,,2,1,
5/7/2020 16:08,5/7/2020 16:09,IP Address,100,80,TRUE,5/7/2020 16:09,R_3svv3IaF3utFk4N,,,,,anonymous,EN,I am very likely to support him,I probably would not have voted,"Gun Policy,Government Spending/Deficit",1,3,2,,
5/7/2020 16:18,5/7/2020 16:20,IP Address,100,118,TRUE,5/7/2020 16:20,R_2E9QVitZ95G724i,,,,,anonymous,EN,I am very likely to support him,The Libertarian Party nominee,"Criminal Justice,Government Spending/Deficit",1,2,,,3
5/7/2020 16:29,5/7/2020 16:30,IP Address,100,95,TRUE,5/7/2020 16:30,R_1FtBkYNO5GdduI2,,,,,anonymous,EN,I am very likely to support him,Biden,"National Security/Foreign Policy,Minority Rights",1,2,,3,
5/7/2020 16:33,5/7/2020 16:36,IP Address,100,163,TRUE,5/7/2020 16:36,R_2Bn79Aa2vk3eySD,,,,,anonymous,EN,I am very likely to support him,The Libertarian Party nominee,"Economy,Gun Policy",3,,1,,2
5/7/2020 16:40,5/7/2020 16:42,IP Address,100,99,TRUE,5/7/2020 16:42,R_2Pb39pVS4LzcCtJ,,,,,anonymous,EN,I am very likely to support him,Undecided,"Government Spending/Deficit,Abortion",1,,,2,3
5/7/2020 16:43,5/7/2020 16:45,IP Address,100,143,TRUE,5/7/2020 16:45,R_11apriK30z47zOc,,,,,anonymous,EN,I may support him,I probably would not have voted,"Economy,Abortion",,2,1,,3
5/7/2020 16:51,5/7/2020 16:53,IP Address,100,77,TRUE,5/7/2020 16:53,R_2AEevcixWO2kqDS,,,,,anonymous,EN,I am very likely to support him,The Libertarian Party nominee,"Economy,Government Spending/Deficit",,2,1,3,
5/7/2020 16:53,5/7/2020 16:53,IP Address,100,34,TRUE,5/7/2020 16:53,R_27gkNL3Iunin6Qb,,,,,anonymous,EN,I am very likely to support him,The Libertarian Party nominee,"Economy,Taxation",1,2,,,3
